t_index	term	df
3286	ecuador	10
3287	ecuadorian	1
3288	ed	12
3289	edberg	1
3290	edg	49
3291	edgar	1
3292	edict	1
3293	edific	1
3294	edikipa	1
3295	edinburgh	1
3296	edit	16
3297	editor	16
3298	editori	16
3299	edmond	32
3300	edmund	25
3301	edmundo	1
3302	edt	13
3303	eduard	1
3304	eduardo	1
3305	educ	40
3306	edward	6
3307	edwardo	1
3308	edwin	2
3309	ee	3
3310	eeri	2
3311	eerili	1
3312	effect	76
3313	effici	4
3314	effort	185
3315	effortlessli	1
3316	eg	1
3317	egg	5
3318	egoavil	3
3319	egotist	2
3320	egregi	1
3321	egypt	26
3322	egyptian	31
3323	ehud	8
3324	eight	113
3325	eighteen	1
3326	eighth	22
3327	eighti	5
3328	eisenhow	3
3329	either	60
3330	eject	2
3331	ekra	1
3332	el	74
3333	elabor	24
3334	elana	1
3335	elast	1
3336	elat	1
3337	elayn	1
3338	elbaum	1
3339	elbow	7
3340	elder	6
3341	elderli	5
3342	eldest	3
3343	elect	312
3344	elector	80
3345	electr	42
3346	electrician	3
3347	electrifi	1
3348	electrocut	1
3349	electron	11
3350	eleg	5
3351	element	21
3352	elementari	2
3353	elena	6
3354	elev	4
3355	eleven	12
3356	elia	4
3357	eliac	1
3358	elier	1
3359	elig	10
3360	elimin	32
3361	elit	7
3362	elizabeth	7
3363	ellen	5
3364	elli	2
3365	elliot	2
3366	ellips	2
3367	ellipt	1
3368	ellwood	1
3369	eln	1
3370	elong	1
3371	els	34
3372	elsewher	55
3373	elton	1
3374	elud	12
3375	elus	4
3376	em	2
3377	eman	1
3378	emanuel	1
3379	embargo	31
3380	embark	4
3381	embarrass	10
3382	embassi	118
3383	embattl	9
3384	embed	1
3385	embellish	1
3386	emblemat	1
3387	embrac	20
3388	embroil	1
3389	emerg	111
3390	emerson	2
3391	emigr	7
3392	emil	5
3393	emili	2
3394	emilio	2
3395	emin	2
3396	emir	7
3397	emiss	1
3398	emissari	1
3399	emit	1
3400	emkne	1
3401	emmanuel	3
3402	emot	47
3403	empathet	1
3404	empathi	1
3405	emperor	4
3406	emphas	9
3407	emphasi	7
3408	emphat	5
3409	empir	6
3410	employ	19
3411	employe	50
3412	empow	2
3413	empt	1
3414	empti	14
3415	emul	3
3416	en	32
3417	enabl	10
3418	enact	4
3419	encircl	1
3420	enclos	1
3421	encor	1
3422	encount	15
3423	encourag	33
3424	end	277
3425	endang	5
3426	endear	1
3427	endeavor	3
3428	endem	1
3429	endors	12
3430	endur	18
3431	enemi	46
3432	energ	3
3433	energet	1
3434	energi	29
3435	enforc	46
3436	engag	25
3437	engend	2
3438	engin	54
3439	engineerman	1
3440	engineman	1
3441	england	2
3442	english	18
3443	engrav	1
3444	engulf	7
3445	enhanc	5
3446	enigmat	1
3447	enjoin	1
3448	enjoy	19
3449	enlarg	4
3450	enlist	14
3451	enmesh	1
3452	enmiti	2
3453	enorm	27
3454	enough	136
3455	enqvist	1
3456	enrag	2
3457	enrich	1
3458	ensembl	2
3459	ensign	4
3460	ensnar	2
3461	ensu	9
3462	ensul	1
3463	ensur	34
3464	entail	1
3465	entangl	2
3466	enter	67
3467	enterpris	4
3468	entertain	5
3469	enthusiasm	8
3470	enthusiast	7
3471	entic	4
3472	entir	44
3473	entireti	1
3474	entiti	2
3475	entitl	6
3476	entomb	4
3477	entourag	3
3478	entranc	7
3479	entrench	2
3480	entrepreneur	2
3481	entrepreneuri	2
3482	entrepreneurship	5
3483	entri	3
3484	entrust	2
3485	envelop	1
3486	envi	1
3487	environ	8
3488	environment	11
3489	environmentalist	3
3490	envis	2
3491	envisag	1
3492	envoy	7
3493	epa	1
3494	epic	2
3495	epicent	31
3496	epidem	2
3497	epiphani	1
3498	episcop	3
3499	episod	2
3500	equal	20
3501	equanim	1
3502	equip	89
3503	equival	12
3504	er	2
3505	era	53
3506	eras	11
3507	erect	7
3508	erena	1
3509	eri	3
3510	eric	6
3511	erinson	1
3512	erlang	1
3513	ernesto	4
3514	erni	4
3515	erod	9
3516	eros	4
3517	err	1
3518	errand	1
3519	errat	8
3520	erron	3
3521	error	47
3522	erupt	18
3523	es	5
3524	esam	1
3525	escal	9
3526	escap	85
3527	escape	28
3528	escort	10
3529	escud	3
3530	especi	74
3531	espehello	1
3532	espi	6
3533	espionag	34
3534	espitia	1
3535	espo	1
3536	espous	1
3537	essay	3
3538	essenc	3
3539	essenti	16
3540	est	1
3541	establish	51
3542	estat	18
3543	estim	63
3544	estrada	1
3545	estrang	1
3546	et	3
3547	etar	1
3548	etat	7
3549	etcetera	1
3550	ethan	2
3551	ethic	7
3552	ethiopia	1
3553	ethnic	34
3554	ethnocentr	2
3555	etoge	1
3556	eu	8
3557	eugen	4
3558	eulog	3
3559	euphor	1
3560	euphoria	6
3561	europ	50
3562	european	52
3563	evacu	24
3564	evad	7
3565	evalu	11
3566	evan	5
3567	evanel	1
3568	evapor	3
3569	evas	14
3570	eve	63
3571	evelyn	2
3572	even	314
3573	evenh	1
3574	evenhand	1
3575	evenli	5
3576	event	85
3577	eventu	45
3578	ever	109
3579	everett	1
3580	everi	92
3581	eversinc	1
3582	evert	11
3583	everybodi	20
3584	everyday	10
3585	everyon	57
3586	everyth	77
3587	everywher	18
3588	evi	4
3589	evict	2
3590	evid	131
3591	evidenc	1
3592	evil	2
3593	evoc	1
3594	evok	1
3595	evolut	3
3596	ewe	4
3597	ex	47
3598	exacerb	1
3599	exact	8
3600	exactli	37
3601	exagger	4
3602	exalt	1
3603	exam	4
3604	examin	49
3605	exampl	40
3606	exasper	2
3607	excav	12
3608	exceed	5
3609	exceedingli	1
3610	excel	5
3611	except	27
3612	excerpt	5
3613	excess	2
3614	exchang	23
3615	excit	9
3616	exclaim	1
3617	exclam	2
3618	exclud	20
3619	exclus	20
3620	exclusion	2
3621	exclusionari	1
3622	excruci	1
3623	excus	7
3624	execut	71
3625	exemplari	1
3626	exemplifi	1
3627	exempt	2
3628	exercis	22
3629	exhaust	26
3630	exhibit	3
3631	exhilar	1
3632	exhort	2
3633	exil	43
3634	exist	21
3635	exit	25
3636	exocet	1
3637	exodu	3
3638	exoner	1
3639	expand	18
3640	expans	5
3641	expatri	3
3642	expect	187
3643	expectantli	1
3644	expedi	2
3645	expedit	4
3646	expel	5
3647	expenditur	2
3648	expens	21
3649	experi	46
3650	experienc	8
3651	expert	118
3652	expertis	8
3653	expir	9
3654	explain	35
3655	explan	13
3656	explicit	4
3657	explicitli	6
3658	explod	43
3659	exploit	7
3660	explor	13
3661	explos	223
3662	export	22
3663	expos	8
3664	express	76
3665	expuls	1
3666	exquisit	1
3667	extend	38
3668	extens	34
3669	extent	27
3670	exterior	3
3671	extern	14
3672	extinct	2
3673	extinguish	2
3674	extol	2
3675	extort	4
3676	extra	21
3677	extract	6
3678	extradit	33
3679	extraordinari	12
3680	extraordinarili	2
3681	extravag	2
3682	extrem	21
3683	extremist	17
3684	extric	2
3685	exuber	1
3686	exud	1
3687	exult	1
3688	eyadema	1
3689	eyal	1
3690	eye	67
3691	eyebal	1
3692	eyelid	1
3693	eyesburn	1
3694	eyewit	10
3695	eyewitnesss	1
3696	f	22
3697	fa	1
3698	faa	1
3699	fabiani	1
3700	fabric	5
3701	facad	4
3702	face	186
3703	facial	1
3704	facil	45
3705	facilit	4
3706	fact	110
3707	factbook	4
3708	faction	13
3709	facto	2
3710	factor	23
3711	factori	20
3712	factual	1
3713	fade	24
3714	fadeyev	1
3715	fadhli	1
3716	fagan	1
3717	fahrenheit	1
3718	fail	115
3719	failur	16
3720	faint	6
3721	faintli	1
3722	fair	46
3723	fairfax	1
3724	fairleigh	1
3725	fairli	16
3726	faisal	1
3727	faith	9
3728	faithless	1
3729	fake	10
3730	fall	68
3731	fallen	27
3732	fallout	1
3733	faln	1
3734	fals	30
3735	falsif	1
3736	falsifi	5
3737	falter	4
3738	fame	6
3739	famer	1
3740	famili	213
3741	familiar	17
3742	famou	4
3743	fan	10
3744	fanci	1
3745	fanfar	2
3746	far	181
3747	faraway	3
3748	farc	2
3749	fare	1
3750	farera	1
3751	farewel	16
3752	farid	1
3753	farina	3
3754	farinella	1
3755	farm	9
3756	farmer	8
3757	farmington	1
3758	farrier	1
3759	farther	2
3760	farthest	2
3761	fascin	5
3762	fascist	3
3763	fashion	8
3764	faso	8
3765	fast	24
3766	faster	11
3767	fastest	2
3768	fat	2
3769	fatal	8
3770	fatalist	1
3771	fate	33
3772	father	76
3773	fatherless	1
3774	fatigu	7
3775	fatwa	1
3776	fault	29
3777	faulti	1
3778	favor	49
3779	favorit	14
3780	faw	1
3781	fax	14
3782	fay	1
3783	fayettevil	1
3784	fbi	113
3785	fda	1
3786	fear	110
3787	fearless	4
3788	feasibl	4
3789	feast	1
3790	feat	8
3791	featur	19
3792	feb	2
3793	februari	3
3794	fed	15
3795	feder	138
3796	federalist	1
3797	federico	11
3798	fee	5
3799	feed	14
3800	feel	118
3801	feet	62
3802	fehn	2
3803	feign	1
3804	feingold	1
3805	feinstein	3
3806	felix	9
3807	fell	66
3808	fellow	39
3809	felon	4
3810	feloni	13
3811	felt	81
3812	femal	13
3813	feminist	1
3814	fenc	6
3815	fend	2
3816	ferdinand	1
3817	ferment	1
3818	fernand	5
3819	fernandez	1
3820	fernando	5
3821	feroci	1
3822	ferraro	1
3823	ferreira	3
3824	ferrer	1
3825	ferrero	12
3826	ferret	2
3827	ferri	4
3828	fertil	3
3829	fervor	5
3830	fest	1
3831	festiv	8
3832	fetch	1
3833	fever	6
3834	feverish	1
3835	fewer	17
3836	fewest	1
3837	fhimah	1
3838	fiance	1
3839	fiberglass	9
3840	fiction	2
3841	fictiti	3
3842	fidel	5
3843	fidelia	2
3844	fidget	2
3845	fie	1
3846	fiefdom	2
3847	field	49
3848	fierc	16
3849	fieri	3
3850	fierrera	1
3851	fife	2
3852	fifteen	3
3853	fifteenth	1
3854	fifth	37
3855	fifti	2
3856	fight	77
3857	fighter	15
3858	figur	93
3859	fijimori	1
3860	file	40
3861	filipov	1
3862	fill	62
3863	fillmor	1
3864	film	8
3865	filter	1
3866	filth	1
3867	final	199
3868	finalist	5
3869	financ	41
3870	financi	63
3871	find	215
3872	fine	43
3873	finest	5
3874	finger	13
3875	fingerprint	5
3876	fingertip	1
3877	finish	59
3878	finit	2
3879	fink	3
3880	finland	2
3881	finsburi	1
3882	fir	4
3883	fire	130
3884	firearm	12
3885	firebal	1
3886	firebomb	1
3887	firecrack	2
3888	firefight	6
3889	fireman	4
3890	firepow	2
3891	firerescu	1
3892	fireston	1
3893	firestorm	1
3894	firework	5
3895	firm	32
3896	firmer	1
3897	firmli	11
3898	first	442
3899	firstli	1
3900	fiscal	3
3901	fischer	2
3902	fish	10
3903	fisheri	1
3904	fisherman	2
3905	fishermen	5
3906	fissur	1
3907	fist	21
3908	fit	27
3909	fitcher	1
3910	fitter	1
3911	fittingli	1
3912	fitzgerald	7
3913	five	227
3914	fix	16
3915	fizzl	1
3916	fla	17
3917	flabbergast	1
3918	flag	42
3919	flagrant	2
3920	flair	2
3921	flak	1
3922	flake	3
3923	flaku	3
3924	flame	9
3925	flank	6
3926	flare	3
3927	flash	3
3928	flashbulb	1
3929	flashlight	1
3930	flashpoint	3
3931	flat	13
3932	flatb	1
3933	flatli	1
3934	flatten	23
3935	flatter	1
3936	flatwar	1
3937	flaw	15
3938	flawless	2
3939	flawlessli	1
3940	flea	1
3941	fled	72
3942	fledg	1
3943	fledgl	2
3944	flee	36
3945	fleet	72
3946	fleischer	1
3947	flesh	2
3948	fletchal	1
3949	fletcher	4
3950	flew	33
3951	flex	1
3952	flexibl	2
3953	flfing	1
3954	fli	50
3955	flier	1
3956	flight	49
3957	flimsi	1
3958	fling	1
3959	flint	1
3960	flintoff	2
3961	flip	7
3962	float	15
3963	floater	1
3964	flood	38
3965	floodlight	1
3966	floodlit	2
3967	floor	38
3968	flop	4
3969	flore	15
3970	floresc	1
3971	florez	2
3972	florida	42
3973	florist	1
3974	floss	1
3975	flotilla	12
3976	flour	2
3977	flourish	3
3978	flow	10
3979	flower	8
3980	flown	44
3981	floyd	2
3982	fluctuat	1
3983	fluid	2
3984	flung	8
3985	fluorid	1
3986	flurri	4
3987	flush	1
3988	fluster	2
3989	fluti	1
3990	flux	1
3991	fm	1
3992	focu	44
3993	focus	45
3994	focuss	2
3995	foe	16
3996	fofana	2
3997	fog	11
3998	foggi	4
3999	foil	6
4000	fold	3
4001	foley	2
4002	folk	7
4003	folklor	1
4004	follow	216
4005	followup	1
4006	foment	3
4007	fond	2
4008	font	1
4009	food	61
4010	fool	2
4011	foolish	1
4012	foot	107
4013	footag	3
4014	footbal	10
4015	foothil	6
4016	foothold	6
4017	footnot	1
4018	footprint	1
4019	footstep	1
4020	footwear	1
4021	footwork	1
4022	forag	4
4023	foray	3
4024	forb	3
4025	forbid	1
4026	forbidden	2
4027	forc	366
4028	forcep	1
4029	forcibl	2
4030	ford	11
4031	fore	2
4032	forebod	1
4033	forecast	8
4034	foreclos	1
4035	forefront	2
4036	forehand	15
4037	forehead	2
4038	foreign	191
4039	foremost	3
4040	forens	21
4041	forerunn	2
4042	forese	3
4043	foreseen	1
4044	forest	9
4045	foretast	1
4046	forev	9
4047	foreword	1
4048	forg	4
4049	forgav	1
4050	forgeri	1
4051	forget	12
4052	forgiv	7
4053	forgiven	1
4054	forgot	1
4055	forgotten	5
4056	fork	2
4057	form	95
4058	formal	42
4059	format	9
4060	former	268
4061	formerli	9
4062	formid	4
4063	formul	1
4064	formula	3
4065	fornl	1
4066	forsak	1
4067	fort	13
4068	forth	5
4069	forti	5
4070	fortifi	2
4071	fortitud	1
4072	fortnight	1
4073	fortress	1
4074	fortun	16
4075	forum	15
4076	forward	57
4077	foster	4
4078	fought	48
4079	foul	1
4080	found	236
4081	foundat	8
4082	founder	10
4083	fountain	1
4084	four	273
4085	fourth	57
4086	fox	7
4087	foyer	2
4088	fpi	2
4089	fpt	1
4090	fr	1
4091	fraction	7
4092	fractiou	2
4093	fractur	9
4094	fragil	7
4095	fragment	9
4096	fraim	1
4097	frame	7
4098	framework	2
4099	franc	36
4100	franchis	1
4101	franci	6
4102	franciscan	2
4103	francisco	37
4104	francoi	1
4105	franjo	3
4106	frank	28
4107	frankfort	4
4108	frankfurt	9
4109	frankli	8
4110	frantic	20
4111	fraser	1
4112	frasur	1
4113	fraud	68
4114	fraudul	5
4115	fraught	3
4116	fray	4
4117	frazier	2
4118	fred	2
4119	freder	1
4120	fredericqu	1
4121	frederik	1
4122	free	119
4123	freed	22
4124	freedom	40
4125	freeh	25
4126	freeli	14
4127	freelli	1
4128	freer	2
4129	freewheel	1
4130	freez	2
4131	freight	2
4132	fremd	5
4133	fremont	2
4134	french	70
4135	frenchman	8
4136	frenchmen	1
4137	frenchwoman	2
4138	frenzi	3
4139	frequent	28
4140	fresh	18
4141	fresher	1
4142	freshman	5
4143	freshmen	1
4144	fresno	1
4145	fri	1
4146	friction	1
4147	friday	216
4148	friend	80
4149	friendli	19
4150	friendship	6
4151	frigat	10
4152	frighten	21
4153	frigid	1
4154	frist	2
4155	frond	1
4156	front	83
4157	frontier	1
4158	frontlin	1
4159	frown	1
4160	froze	7
4161	frozen	4
4162	fruit	7
4163	fruition	1
4164	fruitless	1
4165	frustrat	40
4166	fsb	4
4167	ft	1
4168	fudg	1
4169	fuel	40
4170	fuerth	1
4171	fugazi	5
4172	fugimori	1
4173	fugit	73
4174	fujimori	62
4175	fulfil	5
4176	full	83
4177	fullest	4
4178	fulli	37
4179	fume	1
4180	fun	2
4181	function	14
4182	functionari	2
4183	fund	72
4184	fundament	13
4185	fundamentalist	9
4186	fundrais	1
4187	funer	19
4188	funnel	3
4189	funni	2
4190	furi	5
4191	furiou	12
4192	furious	6
4193	furnish	2
4194	furnitur	6
4195	furor	2
4196	furrow	2
4197	furthermor	3
4198	furthest	1
4199	furtiv	2
4200	fuselag	1
4201	fuss	1
4202	futa	1
4203	futil	4
4204	futur	88
4205	futurist	1
4206	fuzzi	1
4207	g	14
4208	ga	52
4209	gabbi	1
4210	gabe	1
4211	gabon	2
4212	gabriel	1
4213	gadget	1
4214	gadhafi	1
4215	gaell	1
4216	gaff	1
4217	gafney	1
4218	gag	1
4219	gagliardi	2
4220	gagnoa	4
4221	gaig	1
4222	gain	73
4223	gajar	1
4224	gal	1
4225	galapago	2
4226	gale	6
4227	galiardi	1
4228	gallup	3
4229	gallust	3
4230	galo	8
4231	galvan	2
4232	galvin	1
4233	gama	1
4234	gamaa	2
4235	gamarra	1
4236	gambler	2
4237	game	57
4238	gan	3
4239	gandhi	7
4240	gandhinagar	1
4241	gang	17
4242	gangster	2
4243	gantlet	1
4244	gap	12
4245	gape	16
4246	garag	6
4247	garbag	17
4248	garbl	4
4249	garcia	23
4250	garden	13
4251	gari	8
4252	garin	1
4253	garland	1
4254	garment	1
4255	garner	5
4256	garri	2
4257	garro	1
4258	garwood	3
4259	gase	1
4260	gash	4
4261	gasolin	2
4262	gasp	1
4263	gaston	1
4264	gate	17
4265	gatehous	2
4266	gateway	2
4267	gather	90
4268	gatl	1
4269	gatorad	1
4270	gaudi	1
4271	gaug	4
4272	gauna	2
4273	gaur	1
4274	gautam	1
4275	gave	105
4276	gavel	1
4277	gavlak	1
4278	gawker	1
4279	gay	13
4280	gaza	16
4281	gaze	4
4282	gazett	1
4283	gazillion	1
4284	gbagbo	38
4285	gbessi	1
4286	gear	10
4287	gedda	1
4288	gedrif	1
4289	gee	1
4290	geeman	1
4291	gehman	10
4292	gejdenson	4
4293	gelu	1
4294	gen	77
4295	gendarm	2
4296	gene	2
4297	gener	230
4298	generos	2
4299	genex	1
4300	genocid	4
4301	genom	1
4302	genrikh	1
4303	gentl	1
4304	gentleman	1
4305	gentlemen	1
4306	gentli	6
4307	genuin	5
4308	geo	5
4309	geoff	1
4310	geofferi	1
4311	geoffrey	3
4312	geographi	1
4313	geolog	11
4314	geologist	2
4315	geopolit	1
4316	georg	117
4317	georgetown	1
4318	georgi	1
4319	georgia	9
4320	georgian	2
4321	gephardt	2
4322	gerald	1
4323	gerd	1
4324	gerhard	5
4325	gerin	1
4326	german	23
4327	germani	63
4328	germicid	1
4329	gerri	1
4330	gerstein	1
4331	gestapo	1
4332	gestur	21
4333	get	284
4334	getaway	7
4335	getter	1
4336	ghashmi	1
4337	ghee	1
4338	ghost	4
4339	gi	1
4340	giant	11
4341	gift	18
4342	gigant	1
4343	giggl	2
4344	gil	1
4345	gila	1
4346	gilbert	1
4347	gillespi	2
4348	gilman	1
4349	gilmor	2
4350	gimbel	1
4351	gina	1
4352	ginger	2
4353	gingerli	3
4354	girder	1
4355	girl	29
4356	girlfriend	3
4357	giuliani	12
4358	give	168
4359	given	115
4360	gizbert	3
4361	glad	11
4362	gladi	1
4363	gladkovich	1
4364	gladli	1
4365	glanc	5
4366	glascoff	1
4367	glaspi	3
4368	glass	20
4369	gleefulli	2
4370	glen	4
4371	glenni	2
4372	glimps	6
4373	glisten	1
4374	global	19
4375	globe	6
4376	glori	3
4377	gloria	1
4378	glorifi	1
4379	gloriou	2
4380	glove	4
4381	glow	3
4382	glue	4
4383	glum	1
4384	gmc	1
4385	gnassingb	1
4386	gnd	1
4387	go	367
4388	goal	19
4389	goate	1
4390	gobbl	1
4391	god	37
4392	goddess	1
4393	goe	33
4394	goggl	1
4395	goh	1
4396	goin	4
4397	gokool	1
4398	gold	15
4399	golden	4
4400	goldman	3
4401	goldsmith	3
4402	goldstein	4
4403	golf	4
4404	golfer	1
4405	goliath	1
4406	gone	74
4407	gonna	5
4408	good	206
4409	goodby	5
4410	goodwil	4
4411	gop	22
4412	goran	6
4413	gorbachov	1
4414	gordana	1
4415	gordi	3
4416	gordon	7
4417	gore	66
4418	gorgeou	1
4419	gorton	8
4420	gosh	1
4421	gossip	1
4422	gostran	1
4423	got	134
4424	gotten	11
4425	gov	61
4426	gove	1
4427	gover	1
4428	govern	352
4429	government	3
4430	governor	78
4431	gown	3
4432	grab	15
4433	grabbi	1
4434	grace	6
4435	graceless	1
4436	graciou	3
4437	grade	6
4438	grado	1
4439	gradual	9
4440	graduat	5
4441	graf	2
4442	graff	1
4443	graffiti	2
4444	graham	3
4445	grain	3
4446	graini	1
4447	gram	12
4448	gramm	3
4449	grammar	1
4450	grand	66
4451	grandchildren	2
4452	granddaught	4
4453	grandfath	2
4454	grandios	1
4455	grandma	1
4456	grandmaison	1
4457	grandmom	1
4458	grandmoth	5
4459	grandson	13
4460	granger	5
4461	granit	1
4462	grant	48
4463	grapevin	1
4464	graphic	2
4465	grappl	3
4466	grasp	7
4467	grassley	1
4468	grate	17
4469	gratifi	3
4470	gratitud	4
4471	grave	22
4472	gravesid	2
4473	gravest	1
4474	gravi	1
4475	gravit	1
4476	graviti	1
4477	gray	3
4478	graze	1
4479	great	97
4480	greater	29
4481	greatest	17
4482	greatli	2
4483	greec	4
4484	greed	1
4485	greek	3
4486	green	18
4487	greenhous	1
4488	greenleaf	1
4489	greenway	1
4490	greenwood	2
4491	greet	32
4492	greg	20
4493	gregor	4
4494	gregori	1
4495	gregorio	1
4496	grenad	11
4497	grenada	2
4498	greta	3
4499	grew	19
4500	grey	1
4501	grid	2
4502	gridlock	2
4503	grief	10
4504	griev	8
4505	grievanc	4
4506	griffith	1
4507	grim	18
4508	grimac	4
4509	grin	5
4510	grind	4
4511	grip	18
4512	grisli	2
4513	gritti	2
4514	groan	1
4515	groceri	2
4516	groh	1
4517	groom	1
4518	groov	2
4519	grope	1
4520	grosanc	1
4521	grosjean	17
4522	gross	2
4523	grotesqu	3
4524	ground	104
4525	groundbreak	1
4526	groundless	3
4527	groundstrok	12
4528	groundwork	3
4529	group	192
4530	grove	1
4531	grow	61
4532	grown	17
4533	growth	8
4534	grubac	2
4535	gruber	1
4536	grucci	3
4537	grudg	1
4538	grudgingli	1
4539	gruel	5
4540	gruesom	2
4541	grumbl	2
4542	gruntlik	4
4543	gu	1
4544	guadalup	2
4545	guarante	21
4546	guaranti	2
4547	guard	80
4548	guardao	2
4549	guardian	5
4550	guardsmen	2
4551	guatemala	23
4552	guatemalan	2
4553	gubernatori	3
4554	guei	38
4555	guerilla	4
4556	guerrilla	18
4557	guess	18
4558	guest	14
4559	guevara	1
4560	guid	26
4561	guidelin	11
4562	guido	1
4563	guie	3
4564	guillermo	1
4565	guilt	4
4566	guilti	41
4567	guinea	2
4568	guis	3
4569	gujarat	39
4570	gujarati	2
4571	gujral	1
4572	gulch	1
4573	gulf	94
4574	gull	1
4575	gullast	1
4576	gum	1
4577	gun	50
4578	gunboat	2
4579	gunfight	1
4580	gunfir	9
4581	gung	1
4582	gunman	2
4583	gunmen	1
4584	gunn	4
4585	gunrun	1
4586	gunshot	8
4587	gupta	2
4588	gurney	1
4589	guru	1
4590	gustavo	17
4591	gut	4
4592	gutman	1
4593	guy	33
4594	guzman	2
4595	guzun	1
4596	gymnasium	3
4597	gyro	2
4598	gyrocompass	1
4599	gyroscop	3
4600	h	28
4601	ha	3
4602	haass	4
4603	habiar	1
4604	habib	1
4605	habit	2
4606	haddock	1
4607	hadhramaut	6
4608	hadi	1
4609	hadith	1
4610	hadramaut	2
4611	hager	2
4612	hagerstown	2
4613	haggard	1
4614	haggl	1
4615	hagu	33
4616	hahdramaut	1
4617	hai	2
4618	haider	1
4619	haight	1
4620	hail	11
4621	haiphong	1
4622	hair	19
4623	hairbreadth	1
4624	hairstyl	5
4625	hairstylist	1
4626	haiti	1
4627	haitian	1
4628	hal	1
4629	hale	1
4630	halevi	2
4631	haley	1
4632	half	123
4633	halfway	4
4634	haliberton	1
4635	hall	22
4636	halliburton	4
4637	hallway	3
4638	halprin	15
4639	halt	22
4640	ham	2
4641	hama	9
4642	hamdi	1
4643	hamilton	5
4644	hammer	12
4645	hammerfest	1
4646	hammock	1
4647	hamper	15
4648	hampshir	4
4649	hampton	1
4650	hamstr	1
4651	hamza	2
4652	hancock	1
4653	hand	165
4654	handcount	1
4655	handcuf	3
4656	handgun	12
4657	handi	3
4658	handicap	1
4659	handili	1
4660	handl	38
4661	handler	1
4662	handov	4
4663	handpick	5
4664	handshak	3
4665	handsom	2
4666	handwritten	4
4667	hang	23
4668	hangar	4
4669	hanger	1
4670	hankey	1
4671	hanoi	39
4672	hanov	1
4673	hantuchova	6
4674	hap	1
4675	haphazard	1
4676	happen	145
4677	happi	36
4678	happier	4
4679	happiest	3
4680	happili	1
4681	hara	1
4682	haraldseid	1
4683	harass	5
4684	harazi	2
4685	harbor	99
4686	harborsid	1
4687	harbour	1
4688	harburi	3
4689	hard	87
4690	hardbal	1
4691	hardcourt	3
4692	harden	6
4693	harder	11
4694	hardest	22
4695	hardi	2
4696	hardli	15
4697	hardlin	1
4698	hardship	6
4699	hardwar	1
4700	haren	13
4701	harerb	1
4702	harin	1
4703	harjivan	3
4704	harlem	1
4705	harley	1
4706	harm	8
4707	harmless	1
4708	harold	14
4709	harp	1
4710	harper	19
4711	harpoon	1
4712	harri	5
4713	harrison	2
4714	harrow	1
4715	harsh	16
4716	harshli	3
4717	hart	5
4718	harvard	2
4719	harvest	1
4720	harvey	1
4721	hashim	1
4722	hasid	3
4723	hass	1
4724	hassan	1
4725	hassl	1
4726	hast	3
4727	hasten	1
4728	hastert	5
4729	hasti	2
4730	hastili	4
4731	hat	5
4732	hatch	24
4733	hate	8
4734	hatim	1
4735	hatr	8
4736	haul	6
4737	haunt	8
4738	haut	1
4739	havana	1
4740	haviar	2
4741	havoc	3
4742	haw	6
4743	hawaii	10
4744	hawk	3
4745	hawkin	25
4746	hawley	1
4747	hayat	2
4748	hazard	1
4749	head	206
4750	headach	2
4751	headband	4
4752	headdress	1
4753	headi	2
4754	headlight	1
4755	headlin	25
4756	headmast	1
4757	headphon	1
4758	headquart	54
4759	headset	1
4760	headway	1
4761	heal	15
4762	heali	1
4763	health	73
4764	healthi	9
4765	heap	11
4766	hear	85
4767	heard	83
4768	heardnb	1
4769	hears	7
4770	hearst	9
4771	heart	43
4772	heartbeat	2
4773	heartbreak	2
4774	hearten	2
4775	heartfelt	2
4776	heat	29
4777	heath	2
4778	heaven	2
4779	heavi	65
4780	heaviest	2
4781	heavili	32
4782	heavyweight	6
4783	heck	1
4784	hedg	2
4785	heed	9
4786	heel	4
4787	hefe	1
4788	hegemoni	2
4789	heidi	2
4790	height	9
4791	heighten	29
4792	heir	9
4793	heiress	5
4794	heist	4
4795	heitkamp	2
4796	held	163
4797	helena	1
4798	helicopt	26
4799	hell	5
4800	hello	6
4801	helm	1
4802	helmet	11
4803	help	313
4804	helper	2
4805	helpless	4
4806	helplessli	1
4807	hem	1
4808	hemispher	4
4809	hen	1
4810	henc	3
4811	henderson	1
4812	henhous	1
4813	henin	3
4814	henman	12
4815	henri	35
4816	henrieta	3
4817	herald	8
4818	herb	2
4819	herbert	1
4820	herculean	1
4821	herd	5
4822	heritag	2
4823	hermann	1
4824	hernandez	5
4825	hernando	3
4826	hero	15
4827	heroic	8
4828	heroism	1
4829	herwig	1
4830	herzegovina	4
4831	hesit	6
4832	hetal	2
4833	heuberg	1
4834	hewitt	7
4835	hey	5
4836	hezbollah	4
4837	hi	6
4838	hiatu	2
4839	hiccup	1
4840	hicham	6
4841	hichim	1
4842	hickl	1
4843	hid	3
4844	hidden	5
4845	hide	55
4846	hideout	4
4847	hien	1
4848	high	208
4849	higher	43
4850	highest	41
4851	highland	3
4852	highli	37
4853	highlight	11
4854	highris	1
4855	highway	19
4856	hijazi	1
4857	hike	2
4858	hill	32
4859	hillari	59
4860	hilli	6
4861	hillsboro	1
4862	hillsid	18
4863	hilton	2
4864	hinder	2
4865	hindi	1
4866	hindsight	3
4867	hindu	8
4868	hing	6
4869	hingi	40
4870	hint	10
4871	hinterland	3
