t_index	term	df
8009	piec	49
8010	piecem	1
8011	pier	8
8012	pierc	11
8013	pierr	3
8014	pietropaoli	1
8015	pig	5
8016	piggyback	2
8017	pike	1
8018	pile	24
8019	pilfer	1
8020	pilgrim	2
8021	pillar	16
8022	pillori	3
8023	pillow	1
8024	pillowcas	1
8025	pilot	28
8026	pin	10
8027	pincu	3
8028	pine	9
8029	pink	4
8030	pinkish	1
8031	pinochet	1
8032	pinpoint	2
8033	piolin	6
8034	pioneer	2
8035	pipe	6
8036	pipelin	6
8037	piper	1
8038	pistol	8
8039	pit	17
8040	pitch	9
8041	pitkowski	1
8042	pittman	1
8043	pittsburg	2
8044	pittsburgh	3
8045	pivot	6
8046	pizza	2
8047	placard	3
8048	placat	2
8049	place	217
8050	plagu	10
8051	plain	4
8052	plainli	1
8053	plaintiff	1
8054	plaintiv	2
8055	plan	251
8056	planc	1
8057	plane	125
8058	planeload	9
8059	planner	2
8060	plant	19
8061	plantat	4
8062	planter	1
8063	plaster	2
8064	plastic	29
8065	plate	11
8066	plateau	3
8067	platform	19
8068	platt	1
8069	play	131
8070	player	54
8071	playoff	1
8072	playwright	2
8073	plaza	2
8074	plea	16
8075	plead	31
8076	pleas	27
8077	pleaser	2
8078	pleasur	8
8079	plebiscit	2
8080	pled	2
8081	pledg	68
8082	plenti	7
8083	pli	1
8084	plight	3
8085	plot	25
8086	plotnikov	2
8087	plotter	2
8088	plow	2
8089	ploy	1
8090	plu	20
8091	pluck	3
8092	plug	2
8093	plum	5
8094	plume	3
8095	plummet	6
8096	plung	13
8097	plural	1
8098	plush	1
8099	plust	1
8100	pmsea	2
8101	pneumat	2
8102	po	1
8103	pock	1
8104	pocket	20
8105	pocketbook	1
8106	podesta	1
8107	podgarica	1
8108	podgorica	3
8109	podium	3
8110	poet	1
8111	poignanc	1
8112	poignant	6
8113	point	189
8114	pointedli	1
8115	pointless	2
8116	pois	6
8117	poison	7
8118	poke	2
8119	poker	1
8120	poland	4
8121	polar	2
8122	pole	7
8123	polic	212
8124	policeman	14
8125	policemen	14
8126	polici	94
8127	polish	3
8128	polit	229
8129	politburo	1
8130	politi	1
8131	politic	3
8132	politica	1
8133	politician	42
8134	politika	5
8135	poll	64
8136	pollard	6
8137	pollincen	1
8138	pollster	4
8139	pollut	3
8140	polo	1
8141	pomp	2
8142	ponchevo	1
8143	poncho	3
8144	ponder	2
8145	pondicherri	2
8146	pontiac	1
8147	ponytail	5
8148	pooh	2
8149	pool	9
8150	poor	27
8151	poorer	2
8152	poorest	4
8153	poorli	6
8154	pop	2
8155	pope	64
8156	popov	4
8157	popul	48
8158	popular	94
8159	popularli	1
8160	populist	7
8161	por	1
8162	porch	2
8163	porou	1
8164	porridg	1
8165	port	172
8166	portabl	2
8167	porter	3
8168	porterag	1
8169	portion	13
8170	portland	7
8171	portman	1
8172	portrait	5
8173	portray	11
8174	portsid	1
8175	portsmouth	5
8176	portugues	5
8177	pose	25
8178	posh	2
8179	posit	112
8180	possess	19
8181	possibl	236
8182	post	93
8183	postal	2
8184	postcard	1
8185	postelect	1
8186	poster	10
8187	posthum	7
8188	postmatch	2
8189	postmortem	1
8190	postpon	13
8191	postur	4
8192	postwar	1
8193	pot	2
8194	potato	2
8195	potent	3
8196	potenti	50
8197	pothol	1
8198	potray	1
8199	potter	1
8200	pouch	2
8201	poultri	2
8202	pounc	1
8203	pound	25
8204	pour	39
8205	povel	1
8206	poverti	20
8207	pow	9
8208	powel	9
8209	power	330
8210	powerbrok	1
8211	powerhous	1
8212	powerless	2
8213	poynter	1
8214	pozarevac	5
8215	practic	39
8216	praddo	1
8217	pradeep	1
8218	pradesh	4
8219	pragmat	4
8220	pragna	1
8221	pragu	1
8222	prais	28
8223	prakash	1
8224	pramod	1
8225	prankster	1
8226	prateek	1
8227	pratt	2
8228	pravda	1
8229	pray	23
8230	prayer	20
8231	pre	10
8232	preach	3
8233	precari	2
8234	precaut	34
8235	precautionari	6
8236	preced	10
8237	precinct	5
8238	preciou	4
8239	precipit	3
8240	precis	19
8241	preclud	1
8242	precondit	3
8243	predat	3
8244	predawn	1
8245	predecessor	7
8246	predgrag	4
8247	predica	1
8248	predict	55
8249	predominantli	1
8250	predrag	1
8251	prefabr	1
8252	prefer	17
8253	pregam	1
8254	pregnanc	1
8255	pregnant	5
8256	prejud	1
8257	prejudg	2
8258	prejudic	1
8259	preliminari	24
8260	prelud	2
8261	prematur	5
8262	premedit	6
8263	premis	2
8264	premium	1
8265	premonit	1
8266	preoccupi	2
8267	preordain	1
8268	prepackag	1
8269	prepar	128
8270	preparatori	1
8271	preplan	3
8272	preposit	1
8273	prerog	2
8274	presag	3
8275	prescrib	3
8276	prescript	10
8277	presenc	36
8278	present	61
8279	preserv	14
8280	presevo	1
8281	presid	552
8282	presiden	1
8283	presidenti	221
8284	press	121
8285	pressman	1
8286	pressur	74
8287	prestig	1
8288	prestigi	1
8289	presum	35
8290	presumpt	1
8291	preteen	1
8292	pretend	5
8293	pretext	2
8294	pretti	42
8295	prevail	21
8296	prevent	58
8297	preview	2
8298	previou	31
8299	previous	27
8300	pri	15
8301	prianka	1
8302	pribicev	1
8303	price	32
8304	pricey	1
8305	pride	13
8306	priest	14
8307	primari	15
8308	primarili	1
8309	prime	117
8310	primit	1
8311	princ	8
8312	princeton	2
8313	princip	6
8314	principl	19
8315	prinosil	2
8316	print	5
8317	prior	15
8318	prioriti	40
8319	priscilla	1
8320	prisilla	1
8321	prison	142
8322	prissila	1
8323	pristavkin	4
8324	pristina	5
8325	privaci	4
8326	privat	58
8327	privi	1
8328	privileg	9
8329	priyanka	1
8330	prize	12
8331	pro	45
8332	proactiv	1
8333	probabl	63
8334	probat	5
8335	probe	32
8336	probiti	1
8337	problem	99
8338	problemat	4
8339	proce	5
8340	procedur	31
8341	proceed	24
8342	process	100
8343	procession	1
8344	proclaim	18
8345	prod	2
8346	prodigi	1
8347	produc	35
8348	product	19
8349	prof	1
8350	profess	2
8351	profession	15
8352	professor	33
8353	professori	1
8354	profil	31
8355	profit	14
8356	profound	3
8357	progeni	1
8358	progenitor	1
8359	program	51
8360	progress	35
8361	prohibit	7
8362	project	26
8363	projectil	1
8364	prokuplj	1
8365	prolifer	1
8366	prolong	8
8367	promila	3
8368	promin	20
8369	promis	103
8370	promot	29
8371	prompt	46
8372	promptli	4
8373	prone	4
8374	pronounc	12
8375	proof	13
8376	prop	2
8377	propag	1
8378	propaganda	19
8379	prope	1
8380	propel	9
8381	propens	1
8382	proper	12
8383	properli	4
8384	properti	12
8385	prophet	2
8386	propon	2
8387	proport	3
8388	proportion	1
8389	propos	27
8390	proposit	7
8391	proprietor	1
8392	propuls	7
8393	proscrib	2
8394	prosecut	33
8395	prosecutor	61
8396	prospect	22
8397	prosper	30
8398	prosperi	1
8399	prostat	2
8400	prote	1
8401	protect	91
8402	protectionist	1
8403	protector	2
8404	protest	130
8405	protestor	9
8406	protic	1
8407	protract	5
8408	proud	15
8409	proudli	2
8410	prove	46
8411	proven	12
8412	provid	98
8413	providian	1
8414	provinc	30
8415	provis	7
8416	provision	4
8417	provoc	4
8418	provok	16
8419	prow	1
8420	prowl	1
8421	proxi	4
8422	prudenc	2
8423	prudent	6
8424	psychiatrist	1
8425	psychic	1
8426	psycholog	4
8427	psychologist	3
8428	psychosi	1
8429	ptt	1
8430	public	165
8431	publicist	1
8432	publicli	27
8433	publish	34
8434	puddl	1
8435	pueblo	2
8436	puerto	2
8437	puf	2
8438	puff	1
8439	pug	1
8440	pull	126
8441	pulpit	1
8442	puls	6
8443	pulver	1
8444	pumahambo	1
8445	pummel	1
8446	pump	10
8447	pumpkin	1
8448	punch	12
8449	punctuat	6
8450	punctur	9
8451	puni	1
8452	punish	48
8453	punit	2
8454	puppet	6
8455	purchas	22
8456	purdum	1
8457	pure	7
8458	purebr	2
8459	purg	3
8460	purif	3
8461	purifi	1
8462	purist	1
8463	puritan	1
8464	puriti	1
8465	purpl	4
8466	purport	1
8467	purpos	20
8468	purs	1
8469	pursu	36
8470	pursuit	1
8471	push	67
8472	put	185
8473	putaway	1
8474	putin	71
8475	putsch	3
8476	putt	1
8477	puzzl	8
8478	pyno	1
8479	pyongyang	1
8480	pyramid	1
8481	pyre	9
8482	qadhi	2
8483	qaeda	4
8484	qaida	4
8485	qatar	15
8486	qazi	1
8487	qian	1
8488	quaill	1
8489	quak	89
8490	qualif	4
8491	qualifi	18
8492	qualiti	7
8493	quang	2
8494	quantit	1
8495	quantiti	7
8496	quantum	5
8497	quarantin	1
8498	quarrelsom	2
8499	quarten	1
8500	quarter	31
8501	quarterback	1
8502	quarterdeck	2
8503	quarterfin	26
8504	quarterfinalist	4
8505	quartet	1
8506	quash	1
8507	quasi	1
8508	qud	1
8509	queen	3
8510	quell	4
8511	queri	1
8512	quest	1
8513	question	214
8514	queue	1
8515	quick	36
8516	quicker	3
8517	quickli	76
8518	quid	1
8519	quiet	14
8520	quieter	2
8521	quietli	13
8522	quietud	1
8523	quigley	5
8524	quill	1
8525	quinci	3
8526	quinn	11
8527	quip	1
8528	quit	63
8529	quiver	1
8530	quiz	2
8531	quizz	1
8532	quo	1
8533	quorum	2
8534	quot	45
8535	quotat	1
8536	quotient	1
8537	quow	1
8538	quran	2
8539	r	47
8540	ra	1
8541	rabitah	1
8542	racak	1
8543	race	102
8544	racial	4
8545	racicot	1
8546	racism	1
8547	racist	1
8548	rack	2
8549	racket	29
8550	rackham	1
8551	rad	1
8552	radar	9
8553	radavan	1
8554	raddatz	1
8555	rade	2
8556	radford	1
8557	radiat	3
8558	radic	24
8559	radicor	1
8560	radio	72
8561	radioact	1
8562	radioprograma	7
8563	radoman	3
8564	radov	2
8565	radovan	3
8566	rafael	2
8567	rafiq	1
8568	raft	2
8569	rafter	27
8570	raftogi	3
8571	rag	6
8572	rage	12
8573	rahman	2
8574	raid	8
8575	rail	2
8576	railroad	5
8577	railway	6
8578	rain	28
8579	raincoat	2
8580	raini	8
8581	rainstorm	2
8582	rais	91
8583	raiser	15
8584	raj	1
8585	rajan	1
8586	rajasthan	4
8587	rajat	3
8588	rajendrakumar	1
8589	rajesh	3
8590	ralli	126
8591	ralph	10
8592	ram	9
8593	rama	1
8594	ramadan	3
8595	ramallah	4
8596	rambhai	3
8597	rambo	4
8598	ramesh	3
8599	ramirez	5
8600	ramiy	1
8601	ramo	1
8602	ramp	6
8603	rampag	6
8604	rampal	1
8605	rampant	10
8606	ramshackl	1
8607	ramstein	20
8608	ran	39
8609	ranad	3
8610	ranch	3
8611	rancher	1
8612	rancor	3
8613	rand	1
8614	randi	19
8615	random	6
8616	rang	46
8617	rangel	1
8618	ranger	1
8619	rank	41
8620	rann	1
8621	ransom	3
8622	rap	1
8623	rape	8
8624	rapid	9
8625	rapidli	13
8626	rapist	14
8627	rapproch	4
8628	raquel	2
8629	rare	54
8630	rarer	1
8631	rariti	1
8632	rash	1
8633	rashad	1
8634	rashid	2
8635	rasik	1
8636	rat	3
8637	rate	17
8638	rath	1
8639	rather	63
8640	rathod	1
8641	ratif	1
8642	ratifi	4
8643	ration	4
8644	rational	1
8645	ratko	2
8646	ratliff	1
8647	ratnal	1
8648	ratnalaswami	1
8649	rattl	8
8650	raucou	4
8651	ravag	12
8652	raven	2
8653	ravenel	1
8654	ravin	5
8655	raw	2
8656	rawalpindi	1
8657	ray	11
8658	raymond	4
8659	raznatov	1
8660	razor	3
8661	razzano	4
8662	rd	19
8663	rdp	1
8664	rdr	5
8665	reach	168
8666	reachabl	4
8667	react	9
8668	reaction	17
8669	reactionari	1
8670	reactor	5
8671	read	46
8672	reader	2
8673	readi	58
8674	reaffirm	4
8675	reagan	9
8676	real	74
8677	realist	4
8678	realiti	18
8679	realiz	32
8680	realli	105
8681	reappear	2
8682	rear	35
8683	rearrest	1
8684	reason	100
8685	reassert	2
8686	reassess	1
8687	reassum	1
8688	reassur	6
8689	rebecca	1
8690	rebel	14
8691	rebelli	1
8692	rebellion	6
8693	rebirth	1
8694	rebound	7
8695	rebroadcast	2
8696	rebuf	1
8697	rebuff	1
8698	rebuild	22
8699	rebuilt	1
8700	rebuk	3
8701	reburi	3
8702	rebutt	1
8703	recal	17
8704	recalcitr	1
8705	recant	8
8706	recap	1
8707	recaptur	6
8708	reced	4
8709	receipt	7
8710	receiv	130
8711	recent	143
8712	recept	6
8713	receptionist	1
8714	recess	1
8715	recipi	2
8716	recit	1
8717	reckon	5
8718	reclaim	5
8719	reclus	3
8720	recogn	47
8721	recognit	5
8722	recomm	1
8723	recommend	41
8724	recon	1
8725	reconcil	1
8726	reconcili	19
8727	reconnaiss	2
8728	reconsid	2
8729	reconstitut	2
8730	reconstruct	7
8731	record	84
8732	recount	16
8733	recov	130
8734	recoveri	48
8735	recreat	9
8736	recrimin	1
8737	recruit	11
8738	rectifi	1
8739	rector	1
8740	recuper	3
8741	recur	2
8742	recurr	5
8743	red	83
8744	reddish	1
8745	reded	1
8746	redeem	2
8747	redefin	2
8748	redempt	1
8749	redesign	1
8750	redesignwo	1
8751	redford	1
8752	rediscov	1
8753	redistrict	1
8754	redress	1
8755	redskin	1
8756	reduc	27
8757	reduct	2
8758	reebok	1
8759	reeca	1
8760	reeker	9
8761	reel	1
8762	reemerg	1
8763	reenerg	1
8764	reenter	1
8765	reev	1
8766	reexamin	1
8767	refer	59
8768	referendum	9
8769	refin	1
8770	refineri	4
8771	refit	2
8772	reflag	1
8773	reflect	36
8774	reflex	1
8775	reform	48
8776	refrain	3
8777	refresh	2
8778	refriger	2
8779	refuel	122
8780	refug	7
8781	refuge	7
8782	refund	1
8783	refurbish	1
8784	refus	113
8785	refut	3
8786	regain	13
8787	regalia	2
8788	regalla	1
8789	regard	32
8790	regardless	7
8791	regga	1
8792	regim	64
8793	region	154
8794	regist	31
8795	registr	4
8796	registri	2
8797	regret	13
8798	regroup	5
8799	regul	12
8800	regular	14
8801	regularli	4
8802	regulatori	1
8803	rehabilit	4
8804	rehears	2
8805	rehir	1
8806	rehnquist	2
8807	reicher	1
8808	reichstag	1
8809	reign	11
8810	reignit	1
8811	reimpos	1
8812	rein	8
8813	reincarn	1
8814	reinforc	19
8815	reinstat	2
8816	reinstitut	1
8817	reintegr	5
8818	reiter	8
8819	reject	61
8820	rejoic	3
8821	rejoin	2
8822	rekanlt	1
8823	rel	75
8824	relat	104
8825	relationship	41
8826	relax	12
8827	relay	6
8828	relearn	1
8829	releas	153
8830	relent	1
8831	relentless	4
8832	relev	6
8833	reli	10
8834	reliabl	2
8835	relianc	3
8836	relief	64
8837	reliev	9
8838	religi	27
8839	religion	8
8840	relinquish	8
8841	relish	2
8842	reliv	2
8843	reloc	1
8844	reluct	13
8845	reluctantli	2
8846	remain	329
8847	remaind	6
8848	remak	1
8849	remark	39
8850	rematch	5
8851	remedi	1
8852	rememb	54
8853	remembr	2
8854	remind	27
8855	reminisc	2
8856	remiss	13
8857	remnant	3
8858	remors	2
8859	remot	16
8860	remotest	2
8861	remov	80
8862	renaiss	2
8863	renam	4
8864	render	9
8865	rendero	2
8866	rendezv	2
8867	rene	2
8868	renew	17
8869	renna	1
8870	reno	10
8871	renomin	1
8872	renounc	5
8873	renown	1
8874	rent	12
8875	rental	1
8876	reoccur	1
8877	reopen	8
8878	reorgan	2
8879	rep	40
8880	repackag	1
8881	repaid	2
8882	repaint	1
8883	repair	45
8884	repatri	7
8885	repay	2
8886	repeal	1
8887	repeat	27
8888	repeatedli	28
8889	repel	9
8890	repent	3
8891	repetit	1
8892	replac	44
8893	replay	1
8894	replet	1
8895	repli	20
8896	replic	1
8897	repor	1
8898	report	401
8899	reportedli	28
8900	repres	70
8901	represent	3
8902	repress	9
8903	repriev	1
8904	repris	6
8905	republ	66
8906	republican	120
8907	republika	1
8908	repudi	1
8909	repuls	3
8910	reput	29
8911	reputedli	4
8912	request	56
8913	requir	77
8914	rerout	1
8915	rerun	2
8916	reschedul	1
8917	rescu	114
8918	rescuer	49
8919	research	21
8920	resembl	6
8921	resent	12
8922	reserv	19
8923	resettl	1
8924	reshap	3
8925	resid	99
8926	residenti	10
8927	residu	8
8928	resign	84
8929	resili	5
8930	resist	32
8931	resolut	15
8932	resolv	35
8933	reson	1
8934	resort	24
8935	resound	2
8936	resourc	12
8937	respect	57
8938	respir	2
8939	respiratori	2
8940	responbl	1
8941	respond	50
8942	respons	175
8943	ressam	1
8944	rest	91
8945	restart	2
8946	restat	1
8947	restaur	8
8948	restitut	5
8949	restiv	3
8950	restless	1
8951	restock	1
8952	restor	57
8953	restrain	4
8954	restraint	3
8955	restrict	14
8956	result	146
8957	resum	29
8958	resumpt	2
8959	resurfac	5
8960	resurg	4
8961	resurrect	2
8962	resuscit	1
8963	retail	2
8964	retain	17
8965	retak	7
8966	retali	29
8967	retaliatori	4
8968	retard	1
8969	retherford	1
8970	rethink	2
8971	retic	1
8972	retinu	1
8973	retir	94
8974	retire	1
8975	retrac	1
8976	retract	15
8977	retractor	1
8978	retreat	16
8979	retrial	2
8980	retribut	2
8981	retriev	25
8982	retrospect	5
8983	return	235
8984	returne	1
8985	reunif	1
8986	reunion	2
8987	reunit	4
8988	reuter	3
8989	rev	14
8990	reveal	34
8991	revel	8
8992	reveng	13
8993	revenu	2
8994	rever	5
8995	reverber	1
8996	revers	24
8997	revert	1
8998	review	51
8999	revil	2
9000	revis	16
9001	reviv	18
9002	revkin	1
9003	revok	4
9004	revolt	15
9005	revolut	30
9006	revolutionari	11
9007	revolv	5
9008	revonish	1
9009	reward	38
9010	rewrit	1
9011	rewrot	1
9012	rex	3
9013	rey	4
9014	reynaldo	1
9015	reynold	4
9016	rfa	1
9017	rg	1
9018	rhein	5
9019	rhetor	4
9020	rheumat	2
9021	rhode	4
9022	ri	1
9023	riad	1
9024	rial	1
9025	rib	1
9026	ribat	1
9027	ribbon	3
9028	rica	2
9029	rican	2
9030	ricardo	17
9031	rice	19
9032	rich	34
9033	richard	49
9034	richardson	1
9035	richer	1
9036	richest	2
9037	richmond	3
9038	richter	7
9039	rick	19
9040	ricochet	1
9041	rid	8
9042	riddanc	1
9043	riddl	1
9044	ride	17
9045	rider	1
9046	riderless	1
9047	ridg	8
9048	ridicul	2
9049	riestra	1
9050	rifai	3
9051	rifl	20
9052	rift	1
9053	rig	23
9054	rigg	4
9055	right	201
9056	rightist	1
9057	rigor	1
9058	rim	7
9059	ring	8
9060	ringlead	12
9061	ringold	1
9062	rinn	1
9063	rins	2
9064	rio	2
9065	riot	34
9066	rioter	1
9067	riotou	1
9068	rip	47
9069	rippl	2
9070	rippner	6
9071	rise	64
9072	risen	7
9073	risk	57
9074	riski	13
9075	ristic	1
9076	rita	6
9077	ritesh	1
9078	rith	1
9079	rittner	4
9080	ritual	3
9081	riva	23
9082	rival	41
9083	rivalri	10
9084	rivasseau	1
9085	river	13
9086	rivera	1
9087	riverb	1
9088	riversid	1
9089	rivet	1
9090	riviera	2
9091	riyadh	7
9092	rnahan	1
9093	rnment	1
9094	roach	2
9095	road	61
9096	roadblock	17
9097	roadsid	2
9098	roadway	1
9099	roam	12
9100	roar	15
9101	rob	17
9102	robb	17
9103	robber	19
9104	robberi	55
9105	robe	7
9106	rober	3
9107	robert	91
9108	roberto	2
9109	robertson	4
9110	robin	4
9111	robinson	2
9112	robust	2
9113	rochel	1
9114	rochest	2
9115	rochu	2
9116	rock	75
9117	rocket	16
9118	rocki	7
9119	rockland	4
9120	rockport	1
9121	rod	25
9122	rode	4
9123	roderick	2
9124	rodger	2
9125	rodham	47
9126	rodrick	1
9127	rodriguez	16
9128	rodriquez	2
9129	rodway	3
9130	rogan	3
9131	roger	48
9132	rogu	3
9133	rohit	1
9134	roil	1
9135	rok	3
9136	rolan	1
9137	roland	3
9138	role	59
9139	roll	27
9140	rolla	9
9141	roller	1
9142	rollerblad	1
9143	roman	7
9144	romania	6
9145	romanian	3
9146	romano	1
9147	rome	2
9148	romero	5
9149	ron	20
9150	ronald	13
9151	ronay	1
9152	ronchest	1
9153	rondero	2
9154	ronni	1
9155	roof	26
9156	rooftop	1
9157	rooki	1
9158	room	58
9159	roommat	1
9160	roosevelt	1
9161	roost	1
9162	root	10
9163	rope	6
9164	roper	1
9165	rorter	1
9166	rosa	2
9167	rose	33
9168	rosenberg	9
9169	rosenburg	1
9170	rosenfield	1
9171	rosewal	1
9172	roshan	1
9173	rosovski	2
9174	rostenkowski	4
9175	roster	2
9176	roswel	1
9177	rot	4
9178	rotat	4
9179	rotaviru	2
9180	roth	14
9181	rotor	1
9182	roug	1
9183	rough	8
9184	roughli	16
9185	roughshod	1
9186	round	113
9187	roundli	1
9188	rout	64
9189	routin	20
9190	rove	2
9191	row	11
9192	rowland	9
9193	roy	7
9194	royal	7
9195	rss	1
9196	rt	2
9197	rtj	1
9198	rtr	3
9199	ru	1
9200	ruano	2
9201	rub	4
9202	rubber	26
9203	rubbl	62
9204	rubblervivor	1
9205	rubenstein	2
9206	rubi	2
9207	rubin	7
9208	rude	2
9209	ruder	1
9210	rudimentari	1
9211	rudnick	1
9212	rudolph	10
9213	rue	1
9214	ruegg	1
9215	ruesta	3
9216	rueter	1
9217	rug	5
9218	rugd	1
9219	ruger	1
9220	rugova	1
9221	ruin	36
9222	ruinou	1
9223	rule	197
9224	ruler	39
9225	rumbl	8
9226	rumor	31
9227	rumpl	1
9228	rumsfeld	7
9229	run	255
9230	runaway	1
9231	rundel	4
9232	rundown	1
9233	runner	14
9234	runoff	32
9235	runup	1
9236	runway	7
9237	rupe	1
9238	rupert	1
9239	ruptur	3
9240	rural	13
9241	ruse	1
9242	rusedski	4
9243	rush	56
9244	russ	1
9245	russel	1
9246	russellvil	1
9247	russia	129
9248	russian	155
9249	rust	2
9250	rusti	2
9251	ruth	1
9252	ruthless	2
9253	rux	3
9254	ruxandra	2
9255	ruzedzki	1
9256	ruzica	1
9257	rv	7
9258	rwanda	3
9259	rwandan	2
9260	rwandiz	2
9261	ry	1
9262	ryan	1
9263	ryde	1
9264	sa	1
9265	saba	1
9266	sabaa	1
9267	sabbath	1
9268	sabotag	6
9269	sac	1
9270	sach	3
9271	sachan	2
9272	sack	3
9273	sacr	5
9274	sacrific	10
9275	sad	22
9276	sadah	1
9277	sadam	1
9278	sadat	4
9279	saddam	5
9280	sadden	9
9281	sadder	1
9282	saddiq	1
9283	sadilenko	1
9284	sadli	1
9285	saeed	5
9286	safe	55
9287	safer	2
9288	safeti	42
9289	safin	29
9290	sag	5
9291	saga	2
9292	sage	1
9293	saharan	3
9294	said	729
9295	saigon	22
9296	sail	16
9297	sailor	246
9298	sainov	2
9299	saint	4
9300	sajic	1
9301	sake	2
9302	sala	11
9303	salaam	4
9304	salad	1
9305	salaf	1
9306	salafi	1
9307	salafist	1
9308	salah	2
9309	salanki	1
9310	salari	6
9311	salay	1
9312	salazar	1
9313	sale	14
9314	saleh	38
9315	salem	5
9316	saler	1
9317	salesman	3
9318	salient	1
9319	salih	1
9320	salim	2
9321	sallah	1
9322	salli	2
9323	salsa	1
9324	salt	5
9325	salut	8
9326	salvador	47
9327	salvadoran	24
9328	salvadorian	2
9329	salvag	13
9330	salvat	1
9331	salvo	1
9332	sam	4
9333	sama	3
9334	sammi	1
9335	samor	1
9336	sampl	9
9337	sampra	30
9338	samshran	1
9339	samuel	8
9340	samurai	1
9341	san	73
9342	sana	10
9343	sanchez	11
9344	sanction	52
9345	sanctuari	4
9346	sand	10
9347	sandbag	2
9348	sander	1
9349	sandi	24
9350	sandiego	1
9351	sandlewood	1
9352	sandov	1
9353	sandra	1
9354	sandrin	10
9355	sandwich	1
9356	sanford	1
9357	sang	2
9358	sangram	1
9359	sanguin	1
9360	sanguinetti	2
9361	sanit	4
9362	sanjay	2
9363	sank	36
9364	sanskriti	1
9365	santa	21
9366	santana	1
9367	santi	1
9368	santiago	1
9369	santistevan	2
9370	santo	1
9371	santorum	6
9372	sap	2
9373	sarah	1
9374	sarajevo	4
9375	sarasota	2
9376	sarong	1
9377	sarvings	1
9378	sasha	3
9379	sat	29
9380	satan	1
9381	satcom	1
9382	satellit	14
9383	satind	3
9384	satisfact	5
9385	satisfactori	2
9386	satisfi	15
9387	satkhira	3
9388	sattar	1
9389	saturday	190
9390	saudi	90
9391	saunder	1
9392	sava	1
9393	savag	4
9394	save	70
9395	savina	2
9396	savior	5
9397	savitabehn	1
9398	savor	2
9399	savvi	4
9400	saw	101
9401	say	593
9402	sayaad	1
9403	sayan	1
9404	scale	24
9405	scalia	1
9406	scalp	1
9407	scam	1
9408	scamper	1
9409	scandal	67
9410	scandinavian	1
9411	scandlin	1
9412	scanlon	1
9413	scanner	2
9414	scant	4
9415	scapego	1
9416	scapegoat	2
9417	scar	6
9418	scarc	4
9419	scare	12
9420	scari	2
9421	scariest	1
9422	scarv	1
9423	scath	3
9424	scatter	13
9425	scenario	12
9426	scene	94
9427	scent	1
9428	schaffer	5
9429	schedul	80
9430	scheme	9
9431	schett	3
9432	scheveck	1
9433	schiff	2
9434	schism	2
9435	schleehauf	1
9436	schlesing	1
9437	schlikov	1
9438	schmalz	1
9439	scholar	6
9440	scholarship	1
9441	school	54
9442	schoolboy	1
9443	schoolchildren	1
9444	schrock	3
9445	schroeder	6
9446	schultz	1
9447	schumer	1
9448	schutner	1
9449	schwartz	2
9450	schwarzkopf	2
9451	schweitzer	2
9452	scienc	15
9453	scientif	6
9454	scientist	12
9455	scoop	2
9456	scooter	1
9457	scope	2
9458	scorch	1
9459	score	37
9460	scorn	1
9461	scotland	5
9462	scott	8
9463	scottish	1
9464	scottsdal	2
9465	scounscoun	1
9466	scour	4
9467	scourg	1
9468	scout	1
9469	scrambl	16
9470	scrambler	1
9471	scrap	9
9472	scrape	4
9473	scratch	2
9474	scrawl	1
9475	scrawni	2
9476	scream	15
9477	screech	1
9478	screen	13
9479	screw	1
9480	scribbl	3
9481	script	3
9482	scriptur	1
9483	scrutin	2
9484	scrutini	7
9485	scuffl	1
9486	sculptur	1
9487	scurri	1
9488	scuttl	2
9489	se	1
9490	sea	100
9491	seab	8
9492	seafood	1
9493	seal	17
9494	sealift	1
9495	seam	4
9496	seaman	9
9497	seamen	10
9498	sean	3
9499	seanc	1
9500	seaport	3
9501	sear	1
9502	search	143
9503	searcher	7
9504	season	20
9505	seat	77
9506	seater	3
9507	seattl	11
9508	seawal	1
9509	seawat	5
9510	seaworthi	4
9511	sebastian	2
9512	sebastien	16
9513	sebek	4
9514	sec	3
9515	secessionist	4
9516	sech	1
9517	seclud	1
9518	seclus	2
9519	second	174
9520	secondari	1
9521	secondli	4
9522	secreci	1
9523	secret	85
9524	secretari	167
9525	secretli	5
9526	sect	2
9527	sectarian	2
9528	section	19
9529	sector	4
9530	secular	2
9531	secur	324
9532	sedalia	1
9533	sedat	1
9534	see	190
9535	seed	61
9536	seek	92
9537	seeker	3
9538	seem	136
9539	seemingli	3
9540	seen	133
9541	seeth	1
9542	segment	3
9543	segodnya	2
9544	segreg	1
9545	seif	2
9546	seismic	3
9547	seismograph	5
9548	seismolog	3
9549	seismologist	7
9550	seiu	1
9551	seiz	33
9552	sejwal	1
9553	sekou	1
9554	seldom	1
9555	sele	30
9556	select	18
9557	seleri	1
9558	self	41
9559	selig	1
9560	sell	14
9561	seller	1
9562	semi	14
9563	semiautomat	1
9564	semifin	30
9565	semifinalist	12
9566	semin	1
9567	seminar	1
9568	semion	1
9569	sen	59
9570	senat	128
9571	senatori	6
9572	send	70
9573	seneg	2
9574	senior	126
9575	sennett	1
9576	sens	56
9577	sensat	1
9578	senseless	4
9579	sensibl	2
9580	sensit	11
9581	sent	141
9582	sentenc	95
9583	sentiment	22
9584	separ	56
9585	separatist	2
9586	seper	1
9587	sept	47
9588	septemb	66
9589	sequenc	2
9590	serafin	1
9591	seraguso	1
9592	serb	50
